movie_title,genres,imdb_score,title_year,music genre,song,artist,year,Rating,ISBN,Book-Title,Book-Author,book genre,Rating
Hustle& Flow,Crime,7.4,2012,,linger,the cranberries,1994,7.4,61030147,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd,Fiction,5.9
Me and You and Everyone We Know,Comedy,7.4,2012,,ill never get over you getting over me,expose,1993,7.4,671504282,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon,Fiction,5.9
The Squid and the Whale,Comedy,7.4,2012,,the river of dreams,billy joel,1993,7.4,3257208669,Das Bï¿½?¶se kommt auf leisen Sohlen.,Ray Bradbury,Fiction,5.9
Transamerica,Adventure,7.4,2012,,right here,swv,1993,7.4,3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,Fiction,5.9
The Phantom of the Opera,Drama,7.4,2012,,if i ever lose my faith in you,sting,1993,7.4,312872682,The James Dean Affair: A Neil Gulliver &amp, Stevie Marriner Novel,Fiction,5.9
Dawn of the Dead,Action,7.4,2012,,i love your smile,shanice,1992,7.4,380754509,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,Sci-fi,5.9
Layer Cake,Crime,7.4,2012,,hold on my heart,genesis,1992,7.4,446605484,Roses Are Red (Alex Cross Novels),James Patterson,Fiction,5.9
Summer Storm,Comedy,7.4,2012,,rush rush,paula abdul,1991,7.4,671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,Romance,5.9
It's All Gone Pete Tong,Biography,7.4,2012,,justify my love,madonna,1991,7.4,375704965,A Judgement in Stone,Ruth Rendell,Crime,5.9
Dawn of the Dead,Action,7.4,2012,,3 am eternal,the klf,1991,7.4,60563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,Crime,5.9
Guiana1838,Drama,7.4,2012,,vogue,madonna,1990,7.4,034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,Fiction,5.9
The Case of the Grinning Cat,Documentary,7.4,2012,,all around the world,lisa stansfield,1990,7.4,394586239,Possession: A Romance,A. S. Byatt,Fiction,5.9
Osama,Drama,7.4,2012,,we didnt start the fire,billy joel,1990,7.4,679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,Romance,5.9
Far from Heaven,Drama,7.4,2012,,the lover in me,sheena easton,1989,7.4,1592571301,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs,Fiction,5.9
Frida,Biography,7.4,2012,,i like it,dino,1989,7.4,670856045,The Tortilla Curtain,T. Coraghessan Boyle,Fiction,5.9
A Walk to Remember,Drama,7.4,2012,,hands to heaven,breathe,1988,7.4,380728729,Babyhood,Paul Reiser,Fiction,5.9
Dirty Pretty Things,Crime,7.4,2012,,roll with it,steve winwood,1988,7.4,1575843366,What Shall I Be (Barbie Carryalong),Rita Chapman Works,Romance,5.9
Irreversible,Crime,7.4,2012,,father figure,george michael,1988,7.4,8433914545,El Palacio de La Luna,Paul Auster,Fiction,5.9
Ghost World,Comedy,7.4,2012,,desire,u2,1988,7.4,142001740,The Secret Life of Bees,Sue Monk Kidd,Fiction,5.9
Monsoon Wedding,Comedy,7.4,2012,,breakout,swing out sister,1987,7.4,449207544,Proof,Dick Francis,Fiction,5.9
X-Men,Action,7.4,2012,,who will you run to,heart,1987,7.4,076218857X,The Doorbell Rang (The Best Mysteries of All Time),Rex Stout,Fiction,5.9
Wonder Boys,Comedy,7.4,2012,,doing it all for my baby,huey lewis and the news,1987,7.4,915811537,Son Rise: The Miracle Continues,Barry Neil Kaufman,Fiction,5.9
Quills,Biography,7.4,2012,,live to tell,madonna,1986,7.4,156718796X,Astral Travel for Beginners (For Beginners),Richard Webster,Fiction,5.9
Man on the Moon,Biography,7.4,2012,,all she wants to do is dance,don henley,1985,7.4,006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,Fiction,5.9
Topsy-Turvy,Biography,7.4,2012,,every breath you take,the police,1983,7.4,679725393,The House of Mirth (Library of America),Edith Wharton,Sci-fi,5.9
Dogma,Adventure,7.4,2012,,never gonna let you go,sergio mendes,1983,7.4,8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,Fiction,5.9
The Love Letter,Fantasy,7.4,2012,,stand back,stevie nicks,1983,7.4,8478098267,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,Crime,5.9
Rounders,Crime,7.4,2012,,personally,karla bonoff,1982,7.4,152012966,I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,Romance,5.9
Waking Ned Devine,Comedy,7.4,2012,,arthurs theme best that you can do,christopher cross,1982,7.4,074345829X,Philip Jose Farmer's The Dungeon,Richard A. Lupoff,Crime,5.9
The Love Letter,Fantasy,7.4,2012,,edge of seventeen just like the white winged dove,stevie nicks,1982,7.4,688163726,The Watch House,Robert Westall,Romance,5.9
Contact,Drama,7.4,2012,,being with you,smokey robinson,1981,7.4,440226104,Black and Blue,ANNA QUINDLEN,Fiction,5.9
Deconstructing Harry,Comedy,7.4,2012,,a woman needs love just like you do,raydio,1981,7.4,895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,Romance,5.9
Grosse Pointe Blank,Action,7.4,2012,,you make my dreams,hall  oates,1981,7.4,446610178,The Sky Is Falling,Sidney Sheldon,Fiction,5.9
Love Jones,Drama,7.4,2012,,treat me right,pat benatar,1981,7.4,60621257,Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,Fiction,5.9
The Cure,Crime,7.4,2012,,tragedy,bee gees,1979,7.4,039914739X,Isle of Dogs,Patricia Daniels Cornwell,Romance,5.9
The Rock,Action,7.4,2012,,heaven knows,donna summer and brooklyn dreams,1979,7.4,880011025,Unattainable Earth,Czeslaw Milosz,Crime,5.9
Courage Under Fire,Action,7.4,2012,,i just fall in love again,anne murray,1979,7.4,345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,Fiction,5.9
A Time to Kill,Crime,7.4,2012,,the boss,diana ross,1979,7.4,671673688,While My Pretty One Sleeps,Mary Higgins Clark,Fiction,5.9
The English Patient,Drama,7.4,2012,,dust in the wind,kansas,1978,7.4,60923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,Romance,5.9
Bound,Crime,7.4,2012,,i just want to be your everything,andy gibb,1977,7.4,140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,Fiction,5.9
Swingers,Comedy,7.4,2012,,it was almost like a song,ronnie milsap,1977,7.4,312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,Romance,5.9
Heavenly Creatures,Biography,7.4,2012,,i never cry,alice cooper,1977,7.4,590406019,Last Battle,C. S. Lewis,Crime,5.9
Shadowlands,Biography,7.4,2012,,fly robin fly,silver convention,1976,7.4,308102282,Your Erroneous Zones,Wayne W. Dyer,Crime,5.9
Much Ado About Nothing,Comedy,7.4,2012,,give up the funk tear the roof off the sucker,parliament,1976,7.4,688169678,We Are Our Mothers' Daughters,Cokie Roberts,Fiction,5.9
Patriot Games,Action,7.4,2012,,cats in the cradle,harry chapin,1975,7.4,816728739,The Time Machine (Troll Illustrated Classics),H. G. Wells,Sci-fi,5.9
Back to the Future Part III,Adventure,7.4,2012,,please mr please,olivia newtonjohn,1975,7.4,446394521,Daisy Fay and the Miracle Man,Fannie Flagg,Fiction,5.9
Driving Miss Daisy,Comedy,7.4,2012,,shalala make me happy,al green,1975,7.4,345369068,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,Fiction,5.9
Wall Street,Crime,7.4,2012,,the streak,ray stevens,1974,7.4,671525832,Someone to Watch Over Me : A Novel,Judith McNaught,Fiction,5.9
Witness,Crime,7.4,2012,,midnight at the oasis,maria muldaur,1974,7.4,446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,Fiction,5.9
A Room with a View,Drama,7.4,2012,,hooked on a feeling,blue swede,1974,7.4,743444167,New Cardiff,Charles Webb,Romance,5.9
A Passage to India,Adventure,7.4,2012,,you wont see me,anne murray,1974,7.4,486272745,The Prince (Dover Thrift Editions),NiccolÃ² Machiavelli,Romance,5.9
The NeverEnding Story,Adventure,7.4,2012,,leave me alone ruby red dress,helen reddy,1974,7.4,61080519,The Mist and the Magic (Harper Monogram),Susan Wiggs,Romance,5.9
National Lampoon's Vacation,Adventure,7.4,2012,,clap for the wolfman,the guess who featuring wolfman jack,1974,7.4,140029400,The Mimic Men,V. S. Naipaul,Romance,5.9
Poltergeist,Fantasy,7.4,2012,,peaceful,helen reddy,1973,7.4,2070384349,La Faute de l'abbï¿½?© Mouret,Emile Zola,Fiction,5.9
Tootsie,Comedy,7.4,2012,,never been to spain,three dog night,1972,7.4,385500769,A Map of the World,Jane Hamilton,Fiction,5.9
Poltergeist,Fantasy,7.4,2012,,whatcha see is whatcha get,the dramatics,1971,7.4,609605925,Angel Falls,KRISTIN HANNAH,Romance,5.9
Blow Out,Mystery,7.4,2012,,draggin the line,tommy james,1971,7.4,679450440,Protect and Defend,Richard North Patterson,Romance,5.9
Quest for Fire,Adventure,7.4,2012,,all right now,free,1970,7.4,399147128,The Villa,Nora Roberts,Crime,5.9
Caddyshack,Comedy,7.4,2012,,julie do ya love me,bobby sherman,1970,7.4,345428900,Out of the Blue,Sally Mandel,Crime,5.9
The Black Stallion,Adventure,7.4,2012,,its a shame,the spinners,1970,7.4,747549923,Last Exit to Brooklyn,Hubert Selby,Fiction,5.9
A Bridge Too Far,Drama,7.4,2012,,the unicorn,the irish rovers,1968,7.4,2871290911,"XIII, tome 13, L'enquï¿½?ªte : the XIII mystery",Jean Van Hamme,Fiction,5.9
Julia,Drama,7.4,2012,,girl youll be a woman soon,neil diamond,1967,7.4,890877564,Totally Muffins Cookbook (Totally Cookbooks),Helene Siegel,Fiction,5.9
Eraserhead,Fantasy,7.4,2012,,cool jerk,the capitols,1966,7.4,451450256,Gossamer Axe,Gael Baudino,Fiction,5.9
Mean Streets,Crime,7.4,2012,,homeward bound,simon  garfunkel,1966,7.4,553579673,Hen's Teeth,Manda Scott,Crime,5.9
Pat Garrett& Billy the Kid,Biography,7.4,2012,,dont mess with bill,the marvelettes,1966,7.4,425142485,The Funhouse,Dean R. Koontz,Fiction,5.9
Point Blank,Crime,7.4,2012,,woman,peter and gordon,1966,7.4,374343381,Lark in the Morning,Nancy Garden,Fiction,5.9
Une Femme MariÃ,Drama,7.4,2012,,i fought the law,bobby fuller four,1966,7.4,1884777805,Elements of Programming With Perl,Andrew L. Johnson,Romance,5.9
The Misfits,Drama,7.4,2012,pop,cant feel my face,the weeknd,2015,7.3,804001944,The Man Who Killed the Deer,Frank Waters,Fiction,5.9
Moby Dick,Adventure,7.4,2012,rock,summer,calvin harris,2014,7.3,1562477528,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,Fiction,5.9
She Wore a Yellow Ribbon,Western,7.4,2012,,trumpets,jason derulo,2014,7.3,185424597X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,Fiction,5.9
Gentleman's Agreement,Drama,7.4,2011,rap,love never felt so good,michael jackson and justin timberlake,2014,7.3,415928087,A New Germany in a New Europe,Todd Herzog,Fiction,5.9
Bambi,Animation,7.4,2011,pop,white walls,macklemore  ryan lewis featuring schoolboy q and hollis,2014,7.3,451454243,The Forest House,Marion Zimmer Bradley,Fiction,5.9
Arthur,Animation,7.4,2011,pop,dont you worry child,swedish house mafia featuring john martin,2013,7.3,385493800,The Testament,John Grisham,Romance,5.9
The Border,Action,7.4,2011,rap,try,pink,2013,7.3,451204050,On Secret Service,John Jakes,Romance,5.9
Dark Angel,Action,7.4,2011,teen pop,gone gone gone,phillip phillips,2013,7.3,515134368,The Penwyth Curse,Catherine Coulter,Fiction,5.9
Deadline Gallipoli,Drama,7.4,2011,pop,i want crazy,hunter hayes,2013,7.3,1551668785,Final Stand,Helen Myers,Fiction,5.9
In the Heat of the Night,Crime,7.4,2011,pop,niggas in paris,jayz and kanye west,2012,7.3,373037430,Rush to the Altar  (Twin Brides),Rebecca Winters,Romance,5.9
X-Men: Apocalypse,Action,7.3,2011,latin pop,the one that got away,katy perry,2012,7.3,451524489,The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,Romance,5.9
Warcraft,Action,7.3,2011,latin pop,stereo hearts,gym class heroes featuring adam levine,2012,7.3,425137945,Greygallows,Barbara Michaels,Fiction,5.9
Zoolander2,Comedy,7.3,2011,pop,just the way you are,bruno mars,2011,7.3,741409690,The Burberry Style,Jonathan Pearce,Fiction,5.9
Pete's Dragon,Adventure,7.3,2011,pop,just a kiss,lady antebellum,2011,7.3,553568760,Natural Causes,Michael Palmer,Fiction,5.9
10 Cloverfield Lane,Drama,7.3,2011,pop,yeah 3x,chris brown,2011,7.3,385334036,The Smoke Jumper,Nicholas Evans,Fiction,5.9
Home,Adventure,7.3,2011,country,carry out,timbaland featuring justin timberlake,2010,7.3,874067391,A Little Princess,Frances Hodgson  Burnett,Crime,5.9
Fantastic Four,Action,7.3,2011,rap,there goes my baby,usher,2010,7.3,440175623,Random Winds,Belva Plain,Fiction,5.9
Woman in Gold,Biography,7.3,2011,teen pop,undo it,carrie underwood,2010,7.3,393961192,"The American Constitution: Its Origins and Development, Seventh Edition, Volume II",Alfred H. Kelly,Romance,5.9
Anomalisa,Animation,7.3,2011,country,new divide,linkin park,2009,7.3,679732764,Invisible Man,Ralph Ellison,Crime,5.9
Dope,Comedy,7.3,2011,pop,replay,iyaz,2009,7.3,395051649,Clarissa (abridged),Samuel Richardson,Crime,5.9
The Horror Network Vol.1,Horror,7.3,2011,pop,leavin,jesse mccartney,2008,7.3,140070206,Ironweed,William J. Kennedy,Crime,5.9
American Sniper,Action,7.3,2011,pop rock,teardrops on my guitar,taylor swift,2008,7.3,345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,Fiction,5.9
The Book of Life,Adventure,7.3,2011,,hate that i love you,rihanna featuring neyo,2008,7.3,373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,Crime,5.9
The Hundred-Foot Journey,Comedy,7.3,2011,,suffocate,j holiday,2008,7.3,684831058,DANCING AT THE RASCAL FAIR,Ivan Doig,Fiction,5.9
St. Vincent,Comedy,7.3,2011,,the way i are,timbaland featuring keri hilson,2008,7.3,3453177800,Ein Mann fï¿½?¼r jede Gelegenheit.,Carolyn See,Fiction,5.9
Far from Men,Drama,7.3,2011,rap,home,daughtry,2007,7.3,380789035,American Gods,Neil Gaiman,Romance,5.9
Coming Home,Drama,7.3,2011,pop,get it shawty,lloyd,2007,7.3,345316991,White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),Stephen R Donaldson,Crime,5.9
I Origins,Drama,7.3,2011,rap,teardrops on my guitar,taylor swift,2007,7.3,345370775,Jurassic Park,Michael Crichton,Crime,5.9
Monsters University,Adventure,7.3,2011,teen pop,kiss kiss,chris brown featuring tpain,2007,7.3,786000988,Highland Fling,Amanda Scott,Fiction,5.9
The Great Gatsby,Drama,7.3,2011,teen pop,temperature,sean paul,2006,7.3,312169787,The Red Tent : A Novel,Anita Diamant,Fiction,5.9
The Croods,Adventure,7.3,2011,country,grillz,nelly paul wall and ali  gipp,2006,7.3,460878263,Samuel Taylor Coelridge (Everyman Poetry Library),John Beer,Fiction,5.9
Ender's Game,Action,7.3,2011,rap,laffy taffy,d4l,2006,7.3,425137015,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Linda Lael Miller,Fiction,5.9
The Secret Life of Walter Mitty,Adventure,7.3,2011,pop,mr brightside,the killers,2005,7.3,349103232,The crow road,Iain Banks,Romance,5.9
American Hustle,Crime,7.3,2011,pop,karma,alicia keys,2005,7.3,000649840X,Angelas Ashes,Frank Mccourt,Romance,5.9
August: Osage County,Drama,7.3,2011,pop,if i aint got you,alicia keys,2004,7.3,3257250053,Die Geschichte Von Babar,Jean de Brunhoff,Romance,5.9
Blue Jasmine,Drama,7.3,2011,jazz,one call away,chingy featuring jweav,2004,7.3,972948503,Gifted Trust,John Paul Allen,Romance,5.9
The Great Gatsby,Drama,7.3,2011,teen pop,breakaway,kelly clarkson,2004,7.3,553801031,The New Rabbi : A Congregation Searches for Its Leader,STEPHEN FRIED,Fiction,5.9
Rise of the Guardians,Adventure,7.3,2011,rock,are you gonna be my girl,jet,2004,7.3,766607119,Little Women (Treasury of Illustrated Classics),Louisa May Alcott,Fiction,5.9
The Hunger Games,Adventure,7.3,2011,pop,lets get it started,the black eyed peas,2004,7.3,312274572,No One Thinks of Greenland,John Griesemer,Romance,5.9
Savages,Crime,7.3,2011,pop rock,dont tell me,avril lavigne,2004,7.3,446606812,Message in a Bottle,Nicholas Sparks,Romance,5.9
Flight,Drama,7.3,2011,pop,pimp,50 cent,2003,7.3,688124402,Doll's Eyes,Bari Wood,Fiction,5.9
The Place Beyond the Pines,Crime,7.3,2011,rap,never leave you uh oooh uh oooh,lumidee,2003,7.3,60916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,Romance,5.9
Beasts of the Southern Wild,Drama,7.3,2011,pop,wanksta,50 cent,2003,7.3,000636988X,How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,Fiction,5.9
Kung Fu Panda2,Action,7.3,2011,rock,beer for my horses,toby keith featuring willie nelson,2003,7.3,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,Crime,5.9
Fast Five,Action,7.3,2011,rock,cant stop wont stop,young gunz,2003,7.3,671721038,"The New Hugo Winners, Vol. 2",Isaac Asimov,Fiction,5.9
Immortals,Action,7.3,2011,pop,dont know why,norah jones,2003,7.3,1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,Fiction,5.9
The Lincoln Lawyer,Crime,7.3,2011,pop,superman,eminem,2003,7.3,553346768,Synchronicity: The Bridge Between Matter and Mind,F. David Peat,Fiction,5.9
Winnie the Pooh,Adventure,7.3,2011,pop,complicated,avril lavigne,2002,7.3,031227999X,Emotionally Weird: A Novel,Kate Atkinson,Fiction,5.9
The Descendants,Comedy,7.3,2011,pop,all you wanted,michelle branch,2002,7.3,9505470010,Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,Romance,5.9
The Best Exotic Marigold Hotel,Comedy,7.3,2011,rock,girlfriend,n sync featuring nelly,2002,7.3,671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,Crime,5.9
Polisse,Crime,7.3,2011,teen pop,my list,toby keith,2002,7.3,1575663937,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,Fiction,5.8
Shame,Drama,7.3,2011,pop,all for you,janet,2001,7.3,1853260053,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy,Fiction,5.8
The Guard,Comedy,7.3,2011,pop,angel,shaggy,2001,7.3,671621009,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,Robert G. Allen,Fiction,5.8
Megamind,Action,7.3,2011,rock,izzo hova,jayz,2001,7.3,446608653,The Alibi,Sandra Brown,Fiction,5.8
Killers,Action,7.3,2011,pop,superwoman pt ii,lil mo featuring fabolous,2001,7.3,446325805,"If Love Were Oil, I'd Be About a Quart Low",Lewis Grizzard,Fiction,5.8
Barney's Version,Comedy,7.3,2011,jazz,ei,nelly,2001,7.3,61099325,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,Fiction,5.8
Loose Cannons,Comedy,7.3,2011,pop,hero,enrique iglesias,2001,7.3,8420639133,Temor y Temblor,Soren Kierkegaard,Fiction,5.8
Another Year,Comedy,7.3,2011,,the way you love me,faith hill,2000,7.3,044651747X,Puerto Vallarta Squeeze,Robert James Waller,Fiction,5.8
Four Lions,Comedy,7.3,2011,,my love is your love,whitney houston,2000,7.3,671021745,EYE ON CRIME: HARDY BOYS #153,Franklin W. Dixon,Sci-fi,5.8
Submarine,Comedy,7.3,2011,,he cant love u,jagged edge,2000,7.3,3257208626,Fahrenheit 451,Ray Bradbury,Fiction,5.8
Couples Retreat,Comedy,7.3,2011,,only god knows why,kid rock,2000,7.3,3423241489,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,Romance,5.8
Precious,Drama,7.3,2011,,case of the ex,m'ya,2000,7.3,3596292646,Das Buch der lï¿½?¤cherlichen Liebe.,Milan Kundera,Romance,5.8
The Young Victoria,Biography,7.3,2011,,yes,chad brock,2000,7.3,380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,Fiction,5.8
The Road,Adventure,7.3,2011,,summer girls,lfo,1999,7.3,425164403,Only Love (Magical Love),Erich Segal,Romance,5.8
Enter the Void,Drama,7.3,2011,,doo wop that thing,lauryn hill,1999,7.3,590598848,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,Fiction,5.8
Precious,Drama,7.3,2011,,man i feel like a woman,shania twain,1999,7.3,60987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,Fiction,5.8
